,id,message_type,subject,summary,channel_id,importance,web_url,from_user_id,body_content_type,body_content
0,1728290070126,systemEventMessage,,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1728290070126?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1728290070126&parentMessageId=1728290070126,,html,<systemEventMessage/>
1,1710159816761,systemEventMessage,,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1710159816761?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1710159816761&parentMessageId=1710159816761,,html,<systemEventMessage/>
2,1702496291097,message,Letztes Update: Schriftliche Reflexion & frohe Weihnachten!,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1702496291097?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1702496291097&parentMessageId=1702496291097,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>
<div>

<div itemprop=""copy-paste-block"">

<p>Liebe Gruppe <at id=""0"">Allgemein</at>,&nbsp;</p>



<p>&nbsp;</p>



<p>Die virtuelle Phase neigt sich dem Ende zu, Sie haben Workshop III absolviert und Ihre Geschäftsidee in einem finalen Pitch vorgestellt - Glückwunsch!<emoji id=""star"" alt=""⭐"" title=""""></emoji></p>



<p>&nbsp;</p>



<p>Anbei erhalten Sie Ihre letzte Aufgabe im Modul FIVR/GMD 23/24. Die schriftliche Reflexion ist unbenotet, die Abgabe obligatorisch. Sie haben bis zum 31.01.2024 Zeit. Bitte senden Sie die Reflexion an <a href=""mailto:Mattis.Altmann@tu-dresden.de"" rel=""noreferrer noopener"" target=""_blank"" title=""mailto:mattis.altmann@tu-dresden.de""><span>Mattis.Altmann@tu-dresden.de</span></a> mit der Benennung <b>FIVR_Gruppennummer_Matrikelnummer_Nachname_Reflexion</b>. Alle Informationen finden Sie auch nochmal in der Aufgabenstellung direkt im Dokument.&nbsp;</p>



<p><br>

&nbsp;</p>



<p>Falls Sie die Gelegenheit zum ausfüllen des Fragebogens von Fr. Franke via E-Mail verpasst haben finden Sie hier nochmal den Link (freiwillig, aber wertvoll <emoji id=""smile"" alt=""🙂"" title=""""></emoji>):<br>

&nbsp;</p>



<p><a href=""https://forms.gle/pdJj54NBRPbT7Qxg8"" rel=""noreferrer noopener"" target=""_blank"" title=""https://forms.gle/pdjj54nbrpbt7qxg8"">https://forms.gle/pdJj54NBRPbT7Qxg8</a></p>



<p>&nbsp;</p>



<p>Wir bitten alle Gruppenmitglieder die Umfrage vollständig auszufüllen (ca. 5 Minuten Bearbeitungszeit)</p>



<p>&nbsp;</p>



<p>Ich wünsche Ihnen einen guten Start in die Weihnachtszeit, verbringen Sie die eine erholsame Zeit mit Ihren Liebsten und bleiben Sie gesund. <emoji id=""smile"" alt=""🙂"" title=""""></emoji></p>



<p>&nbsp;</p>



<p>PS: Anbei auch noch der Flyer&nbsp;von Legatum</p>

</div>
</div>
</div>
</div><attachment id=""88cb4013-f19b-43b2-b5df-95b1be4acacc""></attachment><attachment id=""944d1e33-ad7b-4b7c-b9e8-df32db89b0c2""></attachment>"
3,1702485105373,systemEventMessage,,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1702485105373?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1702485105373&parentMessageId=1702485105373,,html,<systemEventMessage/>
4,1702044903780,message,,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1702044903780?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1702044903780&parentMessageId=1702044903780,6f23a159-4517-46ac-acde-60fc86d9d277,html,"<p><at id=""0"">Mattis Altmann</at> Für die Werbekonzept-Aufgabe ist als Anforderung ja gesagt, dass wir 3 Slides und/oder ein Video abgeben dürfen. Wir würden gerne das Werbekonzept in Plakaten ""zum Leben erwecken"". Wäre es also möglich, dass wir 3 Slides + diese Plakate für die Aufgabe abgeben können? Danke im Voraus <emoji id=""smile"" alt=""🙂"" title=""""></emoji></p>"
5,1701704236892,systemEventMessage,,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1701704236892?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701704236892&parentMessageId=1701704236892,,html,<systemEventMessage/>
6,1700821026652,message,Update: Aufgabe C2,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1700821026652?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700821026652&parentMessageId=1700821026652,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>
<div>

<div itemprop=""copy-paste-block"">

<p>Liebe Gruppe <at id=""0"">Allgemein</at>,<br>

&nbsp;</p>



<p>Anbei finden sie die letzte Aufgabe, C2, für Ihre virtuelle Phase. Bitte beachten Sie die Bearbeitungszeit von 2 Wochen für Aufgabe C2. Ich freue mich auf ihre spannenden Pitches und wünsche viel Erfolg für den Endspurt in der virtuellen Phase.<emoji id=""like"" alt=""👍"" title=""""></emoji></p>

</div>
</div>
</div>
</div><attachment id=""2fb77f1f-21b3-4785-848f-e3b74a15ceba""></attachment>"
7,1701023841000,systemEventMessage,,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1701023841000?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701023841000&parentMessageId=1701023841000,,html,<systemEventMessage/>
8,1701023816082,systemEventMessage,,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1701023816082?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701023816082&parentMessageId=1701023816082,,html,<systemEventMessage/>
9,1700763061076,systemEventMessage,,,19:9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A9gUDbhBfrvTDN8gmD1El6RLtTC3-BB3LGQxEECyNUfo1%40thread.tacv2/1700763061076?groupId=b2ba4410-35e0-4d09-b30d-59b683dc1f92&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700763061076&parentMessageId=1700763061076,,html,<systemEventMessage/>
