,id,message_type,subject,summary,channel_id,importance,web_url,from_user_id,body_content_type,body_content
0,1702496290679,message,Letztes Update: Schriftliche Reflexion & frohe Weihnachten!,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1702496290679?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1702496290679&parentMessageId=1702496290679,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>
<div>

<div itemprop=""copy-paste-block"">

<p>Liebe Gruppe <at id=""0"">Allgemein</at>,&nbsp;</p>



<p>&nbsp;</p>



<p>Die virtuelle Phase neigt sich dem Ende zu, Sie haben Workshop III absolviert und Ihre Geschäftsidee in einem finalen Pitch vorgestellt - Glückwunsch!<emoji id=""star"" alt=""⭐"" title=""""></emoji></p>



<p>&nbsp;</p>



<p>Anbei erhalten Sie Ihre letzte Aufgabe im Modul FIVR/GMD 23/24. Die schriftliche Reflexion ist unbenotet, die Abgabe obligatorisch. Sie haben bis zum 31.01.2024 Zeit. Bitte senden Sie die Reflexion an <a href=""mailto:Mattis.Altmann@tu-dresden.de"" rel=""noreferrer noopener"" target=""_blank"" title=""mailto:mattis.altmann@tu-dresden.de""><span>Mattis.Altmann@tu-dresden.de</span></a> mit der Benennung <b>FIVR_Gruppennummer_Matrikelnummer_Nachname_Reflexion</b>. Alle Informationen finden Sie auch nochmal in der Aufgabenstellung direkt im Dokument.&nbsp;</p>



<p><br>

&nbsp;</p>



<p>Falls Sie die Gelegenheit zum ausfüllen des Fragebogens von Fr. Franke via E-Mail verpasst haben finden Sie hier nochmal den Link (freiwillig, aber wertvoll <emoji id=""smile"" alt=""🙂"" title=""""></emoji>):<br>

&nbsp;</p>



<p><a href=""https://forms.gle/pdJj54NBRPbT7Qxg8"" rel=""noreferrer noopener"" target=""_blank"" title=""https://forms.gle/pdjj54nbrpbt7qxg8"">https://forms.gle/pdJj54NBRPbT7Qxg8</a></p>



<p>&nbsp;</p>



<p>Wir bitten alle Gruppenmitglieder die Umfrage vollständig auszufüllen (ca. 5 Minuten Bearbeitungszeit)</p>



<p>&nbsp;</p>



<p>Ich wünsche Ihnen einen guten Start in die Weihnachtszeit, verbringen Sie die eine erholsame Zeit mit Ihren Liebsten und bleiben Sie gesund. <emoji id=""smile"" alt=""🙂"" title=""""></emoji></p>



<p>&nbsp;</p>



<p>PS: Anbei auch noch der Flyer&nbsp;von Legatum</p>

</div>
</div>
</div>
</div><attachment id=""88cb4013-f19b-43b2-b5df-95b1be4acacc""></attachment><attachment id=""944d1e33-ad7b-4b7c-b9e8-df32db89b0c2""></attachment>"
1,1701704255349,systemEventMessage,,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1701704255349?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701704255349&parentMessageId=1701704255349,,html,<systemEventMessage/>
2,1700821027286,message,Update: Aufgabe C2,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1700821027286?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700821027286&parentMessageId=1700821027286,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>
<div>

<div itemprop=""copy-paste-block"">

<p>Liebe Gruppe <at id=""0"">Allgemein</at>,<br>

&nbsp;</p>



<p>Anbei finden sie die letzte Aufgabe, C2, für Ihre virtuelle Phase. Bitte beachten Sie die Bearbeitungszeit von 2 Wochen für Aufgabe C2. Ich freue mich auf ihre spannenden Pitches und wünsche viel Erfolg für den Endspurt in der virtuellen Phase.<emoji id=""like"" alt=""👍"" title=""""></emoji></p>

</div>
</div>
</div>
</div><attachment id=""2fb77f1f-21b3-4785-848f-e3b74a15ceba""></attachment>"
3,1700756710739,message,Folien Workshop II,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1700756710739?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700756710739&parentMessageId=1700756710739,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>Liebe Gruppe <at id=""0"">Allgemein</at>, anbei die Folien für unseren Workshop.</div>
</div><attachment id=""a0c0f1c0-87d2-4480-8c17-69eef3b26f34""></attachment>"
4,1699626129601,message,Reflektion Aufgabe B3.3,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1699626129601?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1699626129601&parentMessageId=1699626129601,b0239578-8853-45da-aebd-07883bda8feb,html,"<div>
<div itemprop=""copy-paste-block"">
<div>

<div itemprop=""copy-paste-block"">

<div style=""font-size:14px"">
<div>Hallo Gruppe 5&nbsp;(<at id=""0"">Allgemein</at>),</div>

<div>&nbsp;</div>

<div>für die angekündigte Reflektion eurer bisherigen Gruppenarbeit, haben meine Forschungspartnerin Celine Berthold und ich für euch einen Fragebogen erstellt, den jede*r von euch bitte bis zum 21.11. ausfüllt (regulärer Abgabetermin). In dem Fragebogen thematisieren wir vor allem eure Erfahrung im Umgang mit eurer E-Tutorin. Zunächst stellen wir diesbezüglich ein paar allgemeine Fragen, im Anschluss bitten wir euch dann euch zwei ganz bestimmte Interkationen mit der E-Tutorin zu reflektieren. Schaut dazu gerne nochmal in die entsprechenden Posts/Chats. Das Ausfüllen der Umfrage sollte ca. 15min dauern.</div>

<div>Wir bitten euch beim Ausfüllen ehrlich zu sein, ihr braucht keine Sorgen zu haben euch kritisch zu äußern oder Probleme in eurer Gruppe oder mit eurer E-Tutorin anzusprechen.</div>

<div>&nbsp;</div>

<div><u><em><strong>Weder die E-Tutor:innen, noch die Dozenten werden die Umfrageergebnisse einsehen können. Es besteht keine Möglichkeit, dass eure Antworten sich auf eure Modulnoten auswirken.</strong></em></u></div>

<div>&nbsp;</div>

<div>Die Auswertung wird <u><em><strong>komplett anonymisiert</strong></em></u> erfolgen, sodass im finalen wissenschaftlichen Paper, das sich auf diese Umfrage stützen wird, <u><em><strong>keine Rückschlüsse auf eure Person gezogen werden können</strong></em></u>.</div>

<div>&nbsp;</div>

<div>Falls ihr noch Fragen haben solltet, meldet euch gerne bei mir.</div>

<div>&nbsp;</div>

<div>Viele Grüße und viel Erfolg beim weiteren Verlauf eurer Arbeit!</div>

<div>Sophie Cool</div>

<div>&nbsp;</div>

<div><span><span><a href=""https://forms.office.com/Pages/ResponsePage.aspx?id=3GKRtwSN9kSzssWh0LG5odVwmNjFLkJNo9t2PEm34AVUMTFRODJPU0E1SU5NWFg2VDFVOUlZSlBHMy4u"" rel=""noreferrer noopener"" target=""_blank"" title=""https://forms.office.com/pages/responsepage.aspx?id=3gkrtwsn9kszsswh0lg5odvwmnjflkjno9t2pem34avumtfrodjpu0e1su5nwfg2vdfvoulzslbhmy4u"">https://forms.office.com/Pages/ResponsePage.aspx?id=3GKRtwSN9kSzssWh0LG5odVwmNjFLkJNo9t2PEm34AVUMTFRODJPU0E1SU5NWFg2VDFVOUlZSlBHMy4u</a></span></span></div>
</div>
</div>
</div>
</div>
</div>"
5,1700732775045,message,Update: Miro für Workshop II,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1700732775045?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700732775045&parentMessageId=1700732775045,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div>
<div itemprop=""copy-paste-block"">

<p>Liebe <at id=""0"">G5 FIVR 23/24</at>,<br>

&nbsp;</p>



<p>Anbei finden sie den Link zu Ihrem Miro Board für Workshop II Heute um 17:30 Uhr. <a href=""https://miro.com/app/board/uXjVNTv14nQ=/?share_link_id=673678431209"" rel=""noreferrer noopener"" target=""_blank"" title=""https://miro.com/app/board/uxjvntv14nq=/?share_link_id=673678431209"">https://miro.com/app/board/uXjVNTv14nQ=/?share_link_id=673678431209</a></p>

</div>
</div>"
6,1700498058163,systemEventMessage,,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1700498058163?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700498058163&parentMessageId=1700498058163,,html,<systemEventMessage/>
7,1700212742931,message,Update: Aufgabe C1 und organisatorische Informationen für die finale Präsentation,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1700212742931?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700212742931&parentMessageId=1700212742931,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div>
<div itemprop=""copy-paste-block"">

<p>Liebe Gruppe <at id=""0"">Allgemein</at></p>



<p><br>

&nbsp;</p>



<p>Anbei erhalten Sie Aufgabe C1 für Ihre Projektplanung. Weiterhin erhalten Sie organisatorische Hinweise zur Finalen Präsentation nach Abschluss von Aufgabe C2. Sie erhalten im Rahmen von Aufgabe C2 weitere Informationen zur Ausgestaltung des Pitches für die finale Präsentation am 13.12.2023.&nbsp;</p>



<p><br>

&nbsp;</p>



<p>Weiterhin viel Erfolg!<emoji id=""like"" alt=""👍"" title=""""></emoji></p>

</div>
</div><attachment id=""8e9b46cc-e63a-4a7d-9854-a0a9a9cbdb5c""></attachment>"
8,1699618184356,message,Update: Aufgabe B3,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1699618184356?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1699618184356&parentMessageId=1699618184356,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>
<div>

<div itemprop=""copy-paste-block"">

<p>Liebe Gruppe (<at id=""0"">Allgemein</at>)</p>



<p>Anbei finden Sie Aufgabe B3 für Ihre weitere Projektplanung. Im kommenden Workshop haben wir unter anderem einen Gastvortrag von Robert Rudzok von den Social Web Sherpas. Ich wünsche weiterhin Viel Erfolg.</p>



<p>&nbsp;</p>



<p><strong>Link zum Workshop:</strong> <a href=""https://teams.microsoft.com/l/meetup-join/19%3ameeting_YzYwOTM2ZjgtMzMyMS00MTljLWE4MzctOWFmNDA0YzMyZjM5%40thread.v2/0?context=%7b%22Tid%22%3a%22b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1%22%2c%22Oid%22%3a%22d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8%22%7d"" rel=""noreferrer noopener"" target=""_blank"" title=""https://teams.microsoft.com/l/meetup-join/19%3ameeting_yzywotm2zjgtmzmyms00mtljlwe4mzctowfmnda0yzmyzjm5%40thread.v2/0?context=%7b%22tid%22%3a%22b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1%22%2c%22oid%22%3a%22d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8%22%7d"">https://teams.microsoft.com/l/meetup-join/19%3ameeting_YzYwOTM2ZjgtMzMyMS00MTljLWE4MzctOWFmNDA0YzMyZjM5%40thread.v2/0?context=%7b%22Tid%22%3a%22b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1%22%2c%22Oid%22%3a%22d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8%22%7d</a></p>

</div>
</div>
</div>
</div><attachment id=""266e87b1-791f-4b3f-9dac-353a41dd3ab4""></attachment>"
9,1699617799950,systemEventMessage,,,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/1699617799950?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1699617799950&parentMessageId=1699617799950,,html,<systemEventMessage/>
