,id,message_type,subject,summary,channel_id,importance,web_url,from_user_id,body_content_type,body_content
0,1702408735558,message,Abgabe C2 + Pitch Deck,,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1702408735558?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1702408735558&parentMessageId=1702408735558,5e0bb2a1-20d0-46e7-8b9c-7f490c24a74c,html,"<p>Hallo <at id=""0"">Sophie</at>&nbsp;<at id=""1"">Günther</at>, unter Dateien findest du wie immer die Ausarbeitungen zur Aufgabe C2, die Präsentation des Pitch Decks sowie unser Projektbericht. Liebe Grüße <emoji id=""smile"" alt=""🙂"" title=""Grinsen""></emoji></p>
<p>&nbsp;</p>"
1,1702318329282,message,Abgabe PitchDeck Folien,,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1702318329282?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1702318329282&parentMessageId=1702318329282,ef5a978a-aa73-4fec-8350-2e6766cac240,html,"<p>Hallo <at id=""0"">Sophie</at>&nbsp;<at id=""1"">Günther</at>&nbsp;wir haben noch eine Frage zur Abgabe von C2. Gehört da die fertige PitchDeck Präsentation dazu oder reicht das, wenn wir die kurz vor dem Workshop abgeben?</p>"
2,1701770454329,message,Projektbericht Woche 8,,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1701770454329?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701770454329&parentMessageId=1701770454329,5e0bb2a1-20d0-46e7-8b9c-7f490c24a74c,html,"<p>Hallo <at id=""0"">Sophie</at>&nbsp;<at id=""1"">Günther</at></p>
<p>Die Abgabefrist für Aufgabe C2 ist ja erst in einer Woche, da wir aber diese Woche bereits alle Inhalte ausgearbeitet haben und daher einige Besprechungen hatten, habe ich für diese Woche auch wieder einen Wochenbericht + Sitzungsprotokolle erstellt. Diese findest du unter Dateien <emoji id=""smile"" alt=""🙂"" title=""Grinsen""></emoji>&nbsp;Die Aufgabe C2 gebe ich dann nächste Woche ab.&nbsp;</p>"
3,1701628317702,message,,,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1701628317702?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701628317702&parentMessageId=1701628317702,ef5a978a-aa73-4fec-8350-2e6766cac240,html,"<p>Hi <at id=""0"">Sophie</at>&nbsp;<at id=""1"">Günther</at>&nbsp;<emoji id=""smile"" alt=""🙂"" title=""Grinsen""></emoji></p>
<p>wie angekündigt haben wir uns noch mal neue Aufgabenpakete für die kommende Woche überlegt. Dafür habe ich dir eine aktualisierte Version des Aufgabenplans in Ordner für C2 mit abgelegt.</p>
<p>&nbsp;</p>"
4,1701168093776,message,,,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1701168093776?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701168093776&parentMessageId=1701168093776,5e0bb2a1-20d0-46e7-8b9c-7f490c24a74c,html,"<div><div>
<div>
<div>Hallo <at id=""0"">Sophie Günther</at>, unter Dateien sind jetzt die Ausarbeitungen zur Aufgabe C1 sowie der Projektbericht (Protokolle + Wochenbericht) hochgeladen <emoji id=""smile"" alt=""🙂"" title=""""></emoji></div>
</div>
</div>
</div>"
5,1701161661702,message,Abgabe Aufgabenplan C2,,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1701161661702?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701161661702&parentMessageId=1701161661702,ef5a978a-aa73-4fec-8350-2e6766cac240,html,"<p>Guten Morgen <at id=""0"">Sophie</at>&nbsp;<at id=""1"">Günther</at>&nbsp;<emoji id=""smile"" alt=""🙂"" title=""Grinsen""></emoji></p>
<p>ich habe gerade den Aufgabenplan für C2 fertig gestellt und hochgeladen. Wir haben erst einmal nur die Aufgaben aufgeteilt, die Vorbereitung für den Pitch teilen wir diesen Sonntag bei unserem Gruppenmeeting auf. Dafür würde ich dann noch mal neue Aufgaben erstellen und dir einen neuen Plan zur Verfügung stellen <emoji id=""smile"" alt=""🙂"" title=""Grinsen""></emoji>&nbsp;</p>"
6,1700418726716,message,"Abgabe Aufgabenplan, Fragen bzgl. Abschlusspräsentation",,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1700418726716?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700418726716&parentMessageId=1700418726716,ef5a978a-aa73-4fec-8350-2e6766cac240,html,"<p>Hallo <at id=""0"">Sophie</at>&nbsp;<at id=""1"">Günther</at>, ich hab den Aufgabenplan für die neue Woche in den dafür vorgesehen Ordner gepackt <emoji id=""smile"" alt=""🙂"" title=""Grinsen""></emoji></p>
<p>&nbsp;</p>
<p>Im Meeting vorhin haben wir auch bereits über die Abschlusspräsentation gesprochen. Dabei sind uns ein paar Fragen gekommen. Bekommen wir noch mal genaue Informationen darüber, wie die Präsentation ablaufen soll oder sollen wir uns dafür an den Dingen zum Pitch-Deck orientieren die wir selbst ausgearbeitet haben? Hast du evtl. Tipps für uns, worauf wir besonders achten sollen, was so Fehler sind, die in den letzten Semestern immer wieder passiert sind?</p>
<p>&nbsp;</p>
<p>Hab noch einen schönen Abend <emoji id=""smile"" alt=""🙂"" title=""Grinsen""></emoji></p>"
7,1700414791763,message,,,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1700414791763?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700414791763&parentMessageId=1700414791763,5e0bb2a1-20d0-46e7-8b9c-7f490c24a74c,html,"<div><div>Hallo <at id=""0"">Sophie Günther</at>&nbsp;<emoji id=""smile"" alt=""🙂"" title=""""></emoji>&nbsp;Wie immer findest du unsere Ausarbeitungen zur Aufgabe B3 sowie unseren Wochenbericht und die Protokolle in den jeweiligen Ordnern unter Dateien.</div>
</div>"
8,1699883759846,message,,,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1699883759846?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1699883759846&parentMessageId=1699883759846,5e0bb2a1-20d0-46e7-8b9c-7f490c24a74c,html,"<div>
<div itemprop=""copy-paste-block"">

<div style=""font-size:14px"">Hallo <at id=""0"">Sophie Günther</at>, unsere&nbsp;Ausarbeitungen zu der Aufgabe B2 sowie den Projektbericht (Protokolle + Wochenbericht) habe ich unter Dateien abgelegt&nbsp;<emoji id=""smile"" alt=""🙂"" title=""""></emoji>​</div>
</div>
</div>"
9,1699881059450,message,,,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/1699881059450?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1699881059450&parentMessageId=1699881059450,ef5a978a-aa73-4fec-8350-2e6766cac240,html,"<div><div>Hallo <at id=""0"">Sophie Günther</at>&nbsp;<emoji id=""smile"" alt=""🙂"" title=""""></emoji>&nbsp;Im Ordner für die Projektpläne findet sich wieder unser Plan für die kommende Woche.</div>
</div>"
