,id,message_type,subject,summary,channel_id,importance,web_url,from_user_id,body_content_type,body_content
0,1702485021382,message,Abschlusspräsentation Link,,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1702485021382?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1702485021382&parentMessageId=1702485021382,eba3cd89-90e5-4baf-be65-5473078636bc,html,"<p><a href=""https://teams.microsoft.com/l/meetup-join/19%3ameeting_MDg2ZWI3YzQtZWNlNi00YjgwLWI0MzMtYTZjZWE0OGNhMjBj%40thread.v2/0?context=%7b%22Tid%22%3a%22b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1%22%2c%22Oid%22%3a%22d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8%22%7d"" rel=""noreferrer noopener"" title=""https://teams.microsoft.com/l/meetup-join/19%3ameeting_MDg2ZWI3YzQtZWNlNi00YjgwLWI0MzMtYTZjZWE0OGNhMjBj%40thread.v2/0?context=%7b%22Tid%22%3a%22b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1%22%2c%22Oid%22%3a%22d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8%22%7d"" target=""_blank"">https://teams.microsoft.com/l/meetup-join/19%3ameeting_MDg2ZWI3YzQtZWNlNi00YjgwLWI0MzMtYTZjZWE0OGNhMjBj%40thread.v2/0?context=%7b%22Tid%22%3a%22b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1%22%2c%22Oid%22%3a%22d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8%22%7d</a></p>
<p><at id=""0"">Team</at></p>"
1,1701093201964,message,,,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1701093201964?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701093201964&parentMessageId=1701093201964,05ff9c3a-66a8-465e-bd45-f4e003105e55,html,"<div><div>Hey&nbsp;<at id=""0"">Justin Dornfeld</at>, <at id=""1"">Van Anh Neumann</at>, habt ihr euch schon überlegt wie wir die Aufgabe C2.1 aufteilen wollen?</div>

<div>Vielleicht könnte eine Person die verschiedenen Arten von Tarifverträgen analysieren, eine Person Vor- und Nachteile und eine Person die Konsequenzen für unser Geschäftsvorhaben machen. Was haltet ihr davon?</div>
</div>"
2,1700760456046,systemEventMessage,,,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1700760456046?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700760456046&parentMessageId=1700760456046,,html,<systemEventMessage/>
3,1700470173489,message,,,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1700470173489?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700470173489&parentMessageId=1700470173489,308d49c4-0155-466e-9139-bae8dd5624ff,html,"<div>
<div itemprop=""copy-paste-block"">Hey <at id=""0"">Team</at>, hab hier (<a href=""https://wiimtud.sharepoint.com/:p:/r/sites/G4FIVR2324/Freigegebene%20Dokumente/Aufgaben/C1/Inhaltsfolien%20C1.pptx?d=w6291a741e4ba4c6d8dcf663dd8dc8b90&amp;csf=1&amp;web=1&amp;e=5HlRcL"" itemid=""6291A741-E4BA-4C6D-8DCF-663DD8DC8B90"" itemtype=""http://schema.skype.com/HyperLink/Files"" rel=""noreferrer noopener"" target=""_blank"" title=""https://wiimtud.sharepoint.com/:p:/r/sites/g4fivr2324/freigegebene%20dokumente/aufgaben/c1/inhaltsfolien%20c1.pptx?d=w6291a741e4ba4c6d8dcf663dd8dc8b90&amp;csf=1&amp;web=1&amp;e=5hlrcl"">Inhaltsfolien C1.pptx</a>) schon einmal ne vorläufige PP erstellt. Ich mache soweit erstmal das Inhaltliche fertig, damit ihr darauf aufbauend arbeiten könnt. Verschönern werde ich das im Laufe der Woche noch <emoji id=""smile"" alt=""🙂"" title=""""></emoji></div>


<div itemprop=""copy-paste-block"">Wünsche euch ne schöne Woche.</div>
</div><attachment id=""6291A741-E4BA-4C6D-8DCF-663DD8DC8B90""></attachment>"
4,1699893314479,message,,Justin Dornfeld sent a poll,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1699893314479?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1699893314479&parentMessageId=1699893314479,,html,"<attachment id=""183d8d902dac4fc7b1f08e7de6d3a3b2""></attachment>"
5,1699005927700,message,,Justin Dornfeld sent a poll,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1699005927700?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1699005927700&parentMessageId=1699005927700,,html,"<attachment id=""127992a3de2b4b36b63db9e32980cd3d""></attachment>"
6,1698141900757,message,,,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1698141900757?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1698141900757&parentMessageId=1698141900757,eba3cd89-90e5-4baf-be65-5473078636bc,html,"<div><div>Hi <at id=""0"">Team</at>,</div>

<div>schaut bitte, dass ihr anders als heute&nbsp;für die kommende Woche pünktlich erscheint! Kommt in den Call am besten schon gegen 12:55 Uhr, da die Konsultation mit Prof. Sonntag schon 13:00 Uhr beginnt.&nbsp;</div>

<div>Danke euch und bis nächste Woche <emoji id=""smile"" alt=""🙂"" title=""""></emoji></div>


</div>"
7,1697903281929,message,Projektplan,,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1697903281929?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1697903281929&parentMessageId=1697903281929,eba3cd89-90e5-4baf-be65-5473078636bc,html,"<div><div>Hi <at id=""0"">Team</at>,</div>

<div>ich habe ja wie beim Jour Fixe erwähnt den Projektplan mit TeamGantt erstellt, aber habe es jetzt&nbsp;auf Jira umgezogen, weil wir damit flexibler sind.</div>

<div>Dafür müsst ihr euch bitte alle bei Jira anmelden. Schaut dafür mal in eure <a href=""https://outlook.office.com/mail/"" rel=""noreferrer noopener"" target=""_blank"" title=""https://outlook.office.com/mail/"">Mails</a>, die letzte Mail ist wahrscheinlich die Relevante.&nbsp;</div>

<div>Das Board heißt ""Fallstudienarbeit im virtuellen Klassenzimmer"". Wenn ihr es seht, seid ihr schon fertig. <emoji id=""smile"" alt=""🙂"" title=""""></emoji></div>

<div>&nbsp;</div>

<div>Macht das bitte vor unserem Meeting am Dienstag, danke euch!</div>

<div>&nbsp;</div>

<div>LG Maxi</div>
</div>"
8,1698061462109,message,,,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1698061462109?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1698061462109&parentMessageId=1698061462109,eba3cd89-90e5-4baf-be65-5473078636bc,html,"<div>Ich habe oben in diesem Kanal eine Registerkarte hinzugefügt. Probieren Sie diese aus!</div><attachment id=""tab::920b90f7-7af5-421f-962c-3dec7f8a5217""></attachment>"
9,1697569951589,message,Jour Fixe am Freitag,,19:31708184bc324466aace7bd837088d56@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/1697569951589?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1697569951589&parentMessageId=1697569951589,eba3cd89-90e5-4baf-be65-5473078636bc,html,"<div><div>Guten Abend <at id=""0"">Team</at>!</div>

<div>Freitag für den Jour Fixe geht bei mir doch nicht hybrid, lediglich online. Wollen wir es dann direkt komplett online machen?</div>

<div>Und könnt ihr auch schon 15 Minuten früher gegen 13:00 Uhr? Start war geplant ja eig. 13:15 Uhr. <emoji id=""smile"" alt=""🙂"" title=""""></emoji></div>

<div>&nbsp;</div>

<div>LG Maxi</div>
</div>"
