,id,message_type,subject,summary,channel_id,importance,web_url,from_user_id,body_content_type,body_content
0,1702496290003,message,Letztes Update: Schriftliche Reflexion & frohe Weihnachten!,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1702496290003?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1702496290003&parentMessageId=1702496290003,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>
<div>

<div itemprop=""copy-paste-block"">

<p>Liebe Gruppe <at id=""0"">Allgemein</at>,&nbsp;</p>



<p>&nbsp;</p>



<p>Die virtuelle Phase neigt sich dem Ende zu, Sie haben Workshop III absolviert und Ihre Geschäftsidee in einem finalen Pitch vorgestellt - Glückwunsch!<emoji id=""star"" alt=""⭐"" title=""""></emoji></p>



<p>&nbsp;</p>



<p>Anbei erhalten Sie Ihre letzte Aufgabe im Modul FIVR/GMD 23/24. Die schriftliche Reflexion ist unbenotet, die Abgabe obligatorisch. Sie haben bis zum 31.01.2024 Zeit. Bitte senden Sie die Reflexion an <a href=""mailto:Mattis.Altmann@tu-dresden.de"" rel=""noreferrer noopener"" target=""_blank"" title=""mailto:mattis.altmann@tu-dresden.de""><span>Mattis.Altmann@tu-dresden.de</span></a> mit der Benennung <b>FIVR_Gruppennummer_Matrikelnummer_Nachname_Reflexion</b>. Alle Informationen finden Sie auch nochmal in der Aufgabenstellung direkt im Dokument.&nbsp;</p>



<p><br>

&nbsp;</p>



<p>Falls Sie die Gelegenheit zum ausfüllen des Fragebogens von Fr. Franke via E-Mail verpasst haben finden Sie hier nochmal den Link (freiwillig, aber wertvoll <emoji id=""smile"" alt=""🙂"" title=""""></emoji>):<br>

&nbsp;</p>



<p><a href=""https://forms.gle/pdJj54NBRPbT7Qxg8"" rel=""noreferrer noopener"" target=""_blank"" title=""https://forms.gle/pdjj54nbrpbt7qxg8"">https://forms.gle/pdJj54NBRPbT7Qxg8</a></p>



<p>&nbsp;</p>



<p>Wir bitten alle Gruppenmitglieder die Umfrage vollständig auszufüllen (ca. 5 Minuten Bearbeitungszeit)</p>



<p>&nbsp;</p>



<p>Ich wünsche Ihnen einen guten Start in die Weihnachtszeit, verbringen Sie die eine erholsame Zeit mit Ihren Liebsten und bleiben Sie gesund. <emoji id=""smile"" alt=""🙂"" title=""""></emoji></p>



<p>&nbsp;</p>



<p>PS: Anbei auch noch der Flyer&nbsp;von Legatum</p>

</div>
</div>
</div>
</div><attachment id=""88cb4013-f19b-43b2-b5df-95b1be4acacc""></attachment><attachment id=""944d1e33-ad7b-4b7c-b9e8-df32db89b0c2""></attachment>"
1,1697489095077,message,,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1697489095077?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1697489095077&parentMessageId=1697489095077,183ff508-094e-47d8-a968-93a4d0966f00,html,"<p>Absprache zur Aufgabenverteilung, sowie Aufgaben vor Abgabe</p><attachment id=""1697489096823""></attachment>"
2,1702483223129,systemEventMessage,,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1702483223129?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1702483223129&parentMessageId=1702483223129,,html,<systemEventMessage/>
3,1701704284326,systemEventMessage,,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1701704284326?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1701704284326&parentMessageId=1701704284326,,html,<systemEventMessage/>
4,1700821026475,message,Update: Aufgabe C2,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1700821026475?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700821026475&parentMessageId=1700821026475,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>
<div>

<div itemprop=""copy-paste-block"">

<p>Liebe Gruppe <at id=""0"">Allgemein</at>,<br>

&nbsp;</p>



<p>Anbei finden sie die letzte Aufgabe, C2, für Ihre virtuelle Phase. Bitte beachten Sie die Bearbeitungszeit von 2 Wochen für Aufgabe C2. Ich freue mich auf ihre spannenden Pitches und wünsche viel Erfolg für den Endspurt in der virtuellen Phase.<emoji id=""like"" alt=""👍"" title=""""></emoji></p>

</div>
</div>
</div>
</div><attachment id=""2fb77f1f-21b3-4785-848f-e3b74a15ceba""></attachment>"
5,1700760460921,systemEventMessage,,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1700760460921?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700760460921&parentMessageId=1700760460921,,html,<systemEventMessage/>
6,1700756710090,message,Folien Workshop II,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1700756710090?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700756710090&parentMessageId=1700756710090,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>Liebe Gruppe <at id=""0"">Allgemein</at>, anbei die Folien für unseren Workshop.</div>
</div><attachment id=""a0c0f1c0-87d2-4480-8c17-69eef3b26f34""></attachment>"
7,1700732570769,message,Update: Miro für Workshop II,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1700732570769?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700732570769&parentMessageId=1700732570769,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div>
<div itemprop=""copy-paste-block"">

<p>Liebe <at id=""0"">G1 FIVR 23/24</at>,<br>

&nbsp;</p>



<p>Anbei finden sie den Link zu Ihrem Miro Board für Workshop II Heute um 17:30 Uhr. <a href=""https://miro.com/app/board/uXjVNTv17SE=/?share_link_id=654436472571"" rel=""noreferrer noopener"" target=""_blank"" title=""https://miro.com/app/board/uxjvntv17se=/?share_link_id=654436472571"">https://miro.com/app/board/uXjVNTv17SE=/?share_link_id=654436472571</a></p>

</div>
</div>"
8,1700212742046,message,Update: Aufgabe C1 und organisatorische Informationen für die finale Präsentation,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1700212742046?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1700212742046&parentMessageId=1700212742046,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div>
<div itemprop=""copy-paste-block"">

<p>Liebe Gruppe <at id=""0"">Allgemein</at></p>



<p><br>

&nbsp;</p>



<p>Anbei erhalten Sie Aufgabe C1 für Ihre Projektplanung. Weiterhin erhalten Sie organisatorische Hinweise zur Finalen Präsentation nach Abschluss von Aufgabe C2. Sie erhalten im Rahmen von Aufgabe C2 weitere Informationen zur Ausgestaltung des Pitches für die finale Präsentation am 13.12.2023.&nbsp;</p>



<p><br>

&nbsp;</p>



<p>Weiterhin viel Erfolg!<emoji id=""like"" alt=""👍"" title=""""></emoji></p>

</div>
</div><attachment id=""8e9b46cc-e63a-4a7d-9854-a0a9a9cbdb5c""></attachment>"
9,1699628634401,message,Update Aufgabe B3,,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,normal,https://teams.microsoft.com/l/message/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/1699628634401?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&createdTime=1699628634401&parentMessageId=1699628634401,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,html,"<div><div>
<div><a href=""https://wiimtud.sharepoint.com/:b:/s/G2FIVR2324/EbGHbiYfeT9Lnaw1OkHdOrQB7zjMAvgXQ5aPoLC_z2elfw"" itemid=""266e87b1-791f-4b3f-9dac-353a41dd3ab4"" itemtype=""http://schema.skype.com/HyperLink/Files"" rel=""noreferrer noopener"" target=""_blank"" title=""https://wiimtud.sharepoint.com/:b:/s/g2fivr2324/ebghbiyfet9lnaw1okhdorqb7zjmavgxq5apolc_z2elfw"">FIVR23_24_Aufgabe B3.pdf</a><br>

<at id=""0"">G1 FIVR 23/24</at></div>

<div>Link zum Workshop:</div>

<div><a href=""https://teams.microsoft.com/l/meetup-join/19%3ameeting_YzYwOTM2ZjgtMzMyMS00MTljLWE4MzctOWFmNDA0YzMyZjM5%40thread.v2/0?context=%7b%22Tid%22%3a%22b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1%22%2c%22Oid%22%3a%22d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8%22%7d"" rel=""noreferrer noopener"" target=""_blank"" title=""https://teams.microsoft.com/l/meetup-join/19%3ameeting_yzywotm2zjgtmzmyms00mtljlwe4mzctowfmnda0yzmyzjm5%40thread.v2/0?context=%7b%22tid%22%3a%22b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1%22%2c%22oid%22%3a%22d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8%22%7d"">https://teams.microsoft.com/l/meetup-join/19%3ameeting_YzYwOTM2ZjgtMzMyMS00MTljLWE4MzctOWFmNDA0YzMyZjM5%40thread.v2/0?context=%7b%22Tid%22%3a%22b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1%22%2c%22Oid%22%3a%22d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8%22%7d</a></div>
</div>
</div><attachment id=""266e87b1-791f-4b3f-9dac-353a41dd3ab4""></attachment>"
